county,year_short,candidate_votes,party,state,county_fips
DUPAGE,2012,199460,DEMOCRAT,ILLINOIS,17043
DUPAGE,2016,228622,DEMOCRAT,ILLINOIS,17043
DUPAGE,2020,281222,DEMOCRAT,ILLINOIS,17043
DUPLIN,0002,7840,REPUBLICAN,NORTH CAROLINA,37061
DUPLIN,2004,9611,REPUBLICAN,NORTH CAROLINA,37061
DUPLIN,2008,10834,REPUBLICAN,NORTH CAROLINA,37061
DUPLIN,2012,11416,REPUBLICAN,NORTH CAROLINA,37061
DUPLIN,2016,12217,REPUBLICAN,NORTH CAROLINA,37061
DUPLIN,2020,8930,REPUBLICAN,NORTH CAROLINA,37061
DURHAM,0002,53907,DEMOCRAT,NORTH CAROLINA,37063
DURHAM,2004,74524,DEMOCRAT,NORTH CAROLINA,37063
DURHAM,2008,103456,DEMOCRAT,NORTH CAROLINA,37063
DURHAM,2012,111224,DEMOCRAT,NORTH CAROLINA,37063
DURHAM,2016,121250,DEMOCRAT,NORTH CAROLINA,37063
DURHAM,2020,93803,DEMOCRAT,NORTH CAROLINA,37063
DUTCHESS,0002,52669,REPUBLICAN,NEW YORK,36027
DUTCHESS,2004,59323,REPUBLICAN,NEW YORK,36027
DUTCHESS,2008,71060,DEMOCRAT,NEW YORK,36027
DUTCHESS,2012,62063,DEMOCRAT,NEW YORK,36027
DUTCHESS,2016,62261,DEMOCRAT,NEW YORK,36027
DUTCHESS,2020,81443,DEMOCRAT,NEW YORK,36027
DUVAL,0002,152098,REPUBLICAN,FLORIDA,12031
DUVAL,2000,3990,DEMOCRAT,TEXAS,48131
DUVAL,2004,220190,REPUBLICAN,FLORIDA,12031
DUVAL,2008,210537,REPUBLICAN,FLORIDA,12031
DUVAL,2012,211615,REPUBLICAN,FLORIDA,12031
DUVAL,2016,211672,REPUBLICAN,FLORIDA,12031
DUVAL,2020,252556,DEMOCRAT,FLORIDA,12031
DYER,2000,6282,REPUBLICAN,TENNESSEE,47045
DYER,2004,8447,REPUBLICAN,TENNESSEE,47045
DYER,2008,9859,REPUBLICAN,TENNESSEE,47045
DYER,2012,9921,REPUBLICAN,TENNESSEE,47045
DYER,2016,10180,REPUBLICAN,TENNESSEE,47045
DYER,2020,11768,REPUBLICAN,TENNESSEE,47045
EAGLE,0002,7165,REPUBLICAN,COLORADO,08037
EAGLE,2004,9744,DEMOCRAT,COLORADO,08037
EAGLE,2008,13187,DEMOCRAT,COLORADO,08037
EAGLE,2012,12792,DEMOCRAT,COLORADO,08037
EAGLE,2016,14099,DEMOCRAT,COLORADO,08037
EAGLE,2020,18588,DEMOCRAT,COLORADO,08037
EARLY,0002,1938,REPUBLICAN,GEORGIA,13099
EARLY,2004,2495,REPUBLICAN,GEORGIA,13099
EARLY,2008,2711,REPUBLICAN,GEORGIA,13099
EARLY,2012,2765,DEMOCRAT,GEORGIA,13099
EARLY,2016,2552,REPUBLICAN,GEORGIA,13099
EARLY,2020,1504,REPUBLICAN,GEORGIA,13099
EAST BATON ROUGE,0002,89128,REPUBLICAN,LOUISIANA,22033
EAST BATON ROUGE,2004,99943,REPUBLICAN,LOUISIANA,22033
EAST BATON ROUGE,2008,99652,DEMOCRAT,LOUISIANA,22033
EAST BATON ROUGE,2012,102656,DEMOCRAT,LOUISIANA,22033
EAST BATON ROUGE,2016,102828,DEMOCRAT,LOUISIANA,22033
EAST BATON ROUGE,2020,115577,DEMOCRAT,LOUISIANA,22033
EAST CARROLL,0002,1876,DEMOCRAT,LOUISIANA,22035
EAST CARROLL,2004,1980,DEMOCRAT,LOUISIANA,22035
EAST CARROLL,2008,2267,DEMOCRAT,LOUISIANA,22035
EAST CARROLL,2012,2478,DEMOCRAT,LOUISIANA,22035
EAST CARROLL,2016,1838,DEMOCRAT,LOUISIANA,22035
EAST CARROLL,2020,1900,DEMOCRAT,LOUISIANA,22035
EAST FELICIANA,0002,4051,REPUBLICAN,LOUISIANA,22037
EAST FELICIANA,2004,5021,REPUBLICAN,LOUISIANA,22037
EAST FELICIANA,2008,5432,REPUBLICAN,LOUISIANA,22037
EAST FELICIANA,2012,5397,REPUBLICAN,LOUISIANA,22037
EAST FELICIANA,2016,5569,REPUBLICAN,LOUISIANA,22037
EAST FELICIANA,2020,6064,REPUBLICAN,LOUISIANA,22037
EASTLAND,2000,4531,REPUBLICAN,TEXAS,48133
EASTLAND,2004,5249,REPUBLICAN,TEXAS,48133
EASTLAND,2008,5165,REPUBLICAN,TEXAS,48133
EASTLAND,2012,5444,REPUBLICAN,TEXAS,48133
EASTLAND,2016,6011,REPUBLICAN,TEXAS,48133
EASTLAND,2020,7237,REPUBLICAN,TEXAS,48133
EATON,0002,24803,REPUBLICAN,MICHIGAN,26045
EATON,2004,29781,REPUBLICAN,MICHIGAN,26045
EATON,2008,30742,DEMOCRAT,MICHIGAN,26045
EATON,2012,27913,DEMOCRAT,MICHIGAN,26045
EATON,2016,27609,REPUBLICAN,MICHIGAN,26045
EATON,2020,31798,REPUBLICAN,MICHIGAN,26045
EAU CLAIRE,2000,24078,DEMOCRAT,WISCONSIN,55035
EAU CLAIRE,2004,30068,DEMOCRAT,WISCONSIN,55035
EAU CLAIRE,2008,33146,DEMOCRAT,WISCONSIN,55035
EAU CLAIRE,2012,30666,DEMOCRAT,WISCONSIN,55035
EAU CLAIRE,2016,27294,DEMOCRAT,WISCONSIN,55035
EAU CLAIRE,2020,31620,DEMOCRAT,WISCONSIN,55035
ECHOLS,0002,614,REPUBLICAN,GEORGIA,13101
ECHOLS,2004,757,REPUBLICAN,GEORGIA,13101
ECHOLS,2008,981,REPUBLICAN,GEORGIA,13101
ECHOLS,2012,917,REPUBLICAN,GEORGIA,13101
ECHOLS,2016,1007,REPUBLICAN,GEORGIA,13101
ECHOLS,2020,909,REPUBLICAN,GEORGIA,13101
ECTOR,2000,22893,REPUBLICAN,TEXAS,48135
ECTOR,2004,27502,REPUBLICAN,TEXAS,48135
ECTOR,2008,26199,REPUBLICAN,TEXAS,48135
ECTOR,2012,24010,REPUBLICAN,TEXAS,48135
ECTOR,2016,25020,REPUBLICAN,TEXAS,48135
ECTOR,2020,32697,REPUBLICAN,TEXAS,48135
EDDY,0002,10335,REPUBLICAN,NEW MEXICO,35015
EDDY,2004,13268,REPUBLICAN,NEW MEXICO,35015
EDDY,2008,12500,REPUBLICAN,NEW MEXICO,35015
EDDY,2012,12583,REPUBLICAN,NEW MEXICO,35015
EDDY,2016,13147,REPUBLICAN,NEW MEXICO,35015
EDDY,2020,17454,REPUBLICAN,NEW MEXICO,35015
EDGAR,0002,4833,REPUBLICAN,ILLINOIS,17045
EDGAR,2004,5258,REPUBLICAN,ILLINOIS,17045
EDGAR,2008,4398,REPUBLICAN,ILLINOIS,17045
EDGAR,2012,5132,REPUBLICAN,ILLINOIS,17045
EDGAR,2016,5645,REPUBLICAN,ILLINOIS,17045
EDGAR,2020,6193,REPUBLICAN,ILLINOIS,17045
EDGECOMBE,0002,11315,DEMOCRAT,NORTH CAROLINA,37065
EDGECOMBE,2004,12877,DEMOCRAT,NORTH CAROLINA,37065
EDGECOMBE,2008,17403,DEMOCRAT,NORTH CAROLINA,37065
EDGECOMBE,2012,18310,DEMOCRAT,NORTH CAROLINA,37065
EDGECOMBE,2016,16224,DEMOCRAT,NORTH CAROLINA,37065
EDGECOMBE,2020,11837,DEMOCRAT,NORTH CAROLINA,37065
EDGEFIELD,2000,4760,REPUBLICAN,SOUTH CAROLINA,45037
EDGEFIELD,2004,5611,REPUBLICAN,SOUTH CAROLINA,45037
EDGEFIELD,2008,6334,REPUBLICAN,SOUTH CAROLINA,45037
EDGEFIELD,2012,6512,REPUBLICAN,SOUTH CAROLINA,45037
EDGEFIELD,2016,6842,REPUBLICAN,SOUTH CAROLINA,45037
EDGEFIELD,2020,4322,REPUBLICAN,SOUTH CAROLINA,45037
EDMONSON,0002,3250,REPUBLICAN,KENTUCKY,21061
EDMONSON,2004,3595,REPUBLICAN,KENTUCKY,21061
EDMONSON,2008,3562,REPUBLICAN,KENTUCKY,21061
EDMONSON,2012,3232,REPUBLICAN,KENTUCKY,21061
EDMONSON,2016,4135,REPUBLICAN,KENTUCKY,21061
EDMONSON,2020,4828,REPUBLICAN,KENTUCKY,21061
EDMUNDS,2000,1257,REPUBLICAN,SOUTH DAKOTA,46045
EDMUNDS,2004,1434,REPUBLICAN,SOUTH DAKOTA,46045
EDMUNDS,2008,1213,REPUBLICAN,SOUTH DAKOTA,46045
EDMUNDS,2012,1264,REPUBLICAN,SOUTH DAKOTA,46045
EDMUNDS,2016,1433,REPUBLICAN,SOUTH DAKOTA,46045
EDMUNDS,2020,1538,REPUBLICAN,SOUTH DAKOTA,46045
EDWARDS,0002,2212,REPUBLICAN,ILLINOIS,17047
EDWARDS,2000,663,REPUBLICAN,TEXAS,48137
EDWARDS,2004,2412,REPUBLICAN,ILLINOIS,17047
EDWARDS,2008,2137,REPUBLICAN,ILLINOIS,17047
EDWARDS,2012,2405,REPUBLICAN,ILLINOIS,17047
EDWARDS,2016,2778,REPUBLICAN,ILLINOIS,17047
EDWARDS,2020,2833,REPUBLICAN,ILLINOIS,17047
EFFINGHAM,0002,9855,REPUBLICAN,ILLINOIS,17049
EFFINGHAM,2004,12503,REPUBLICAN,GEORGIA,13103
EFFINGHAM,2008,15230,REPUBLICAN,GEORGIA,13103
EFFINGHAM,2012,15596,REPUBLICAN,GEORGIA,13103
EFFINGHAM,2016,17874,REPUBLICAN,GEORGIA,13103
EFFINGHAM,2020,15006,REPUBLICAN,ILLINOIS,17049
EL DORADO,0002,42045,REPUBLICAN,CALIFORNIA,06017
EL DORADO,2004,52878,REPUBLICAN,CALIFORNIA,06017
EL DORADO,2008,50314,REPUBLICAN,CALIFORNIA,06017
EL DORADO,2012,50973,REPUBLICAN,CALIFORNIA,06017
EL DORADO,2016,49247,REPUBLICAN,CALIFORNIA,06017
EL DORADO,2020,61838,REPUBLICAN,CALIFORNIA,06017
EL PASO,0002,128294,REPUBLICAN,COLORADO,08041
EL PASO,2000,83848,DEMOCRAT,TEXAS,48141
EL PASO,2004,161361,REPUBLICAN,COLORADO,08041
EL PASO,2008,160318,REPUBLICAN,COLORADO,08041
EL PASO,2012,170952,REPUBLICAN,COLORADO,08041
EL PASO,2016,179228,REPUBLICAN,COLORADO,08041
EL PASO,2020,202828,REPUBLICAN,COLORADO,08041
ELBERT,0002,6151,REPUBLICAN,COLORADO,08039
ELBERT,2004,8389,REPUBLICAN,COLORADO,08039
ELBERT,2008,9108,REPUBLICAN,COLORADO,08039
ELBERT,2012,10266,REPUBLICAN,COLORADO,08039
ELBERT,2016,11705,REPUBLICAN,COLORADO,08039
ELBERT,2020,14027,REPUBLICAN,COLORADO,08039
ELK,0002,1080,REPUBLICAN,KANSAS,20049
ELK,2000,7347,REPUBLICAN,PENNSYLVANIA,42047
ELK,2004,7872,REPUBLICAN,PENNSYLVANIA,42047
ELK,2008,7290,DEMOCRAT,PENNSYLVANIA,42047
ELK,2012,7579,REPUBLICAN,PENNSYLVANIA,42047
ELK,2016,10025,REPUBLICAN,PENNSYLVANIA,42047
ELK,2020,12140,REPUBLICAN,PENNSYLVANIA,42047
ELKHART,0002,36756,REPUBLICAN,INDIANA,18039
ELKHART,2004,42967,REPUBLICAN,INDIANA,18039
ELKHART,2008,39396,REPUBLICAN,INDIANA,18039
ELKHART,2012,42378,REPUBLICAN,INDIANA,18039
ELKHART,2016,41867,REPUBLICAN,INDIANA,18039
ELKHART,2020,46972,REPUBLICAN,INDIANA,18039
ELKO,0002,11025,REPUBLICAN,NEVADA,32007
ELKO,2004,11938,REPUBLICAN,NEVADA,32007
ELKO,2008,10969,REPUBLICAN,NEVADA,32007
ELKO,2012,12014,REPUBLICAN,NEVADA,32007
ELKO,2016,13551,REPUBLICAN,NEVADA,32007
ELKO,2020,16734,REPUBLICAN,NEVADA,32007
ELLIOTT,0002,1525,DEMOCRAT,KENTUCKY,21063
ELLIOTT,2004,2064,DEMOCRAT,KENTUCKY,21063
ELLIOTT,2008,1535,DEMOCRAT,KENTUCKY,21063
ELLIOTT,2012,1186,DEMOCRAT,KENTUCKY,21063
ELLIOTT,2016,2000,REPUBLICAN,KENTUCKY,21063
ELLIOTT,2020,2246,REPUBLICAN,KENTUCKY,21063
ELLIS,0002,6516,REPUBLICAN,KANSAS,20051
ELLIS,2000,26091,REPUBLICAN,TEXAS,48139
ELLIS,2004,34602,REPUBLICAN,TEXAS,48139
ELLIS,2008,38078,REPUBLICAN,TEXAS,48139
ELLIS,2012,39574,REPUBLICAN,TEXAS,48139
ELLIS,2016,44941,REPUBLICAN,TEXAS,48139
ELLIS,2020,56717,REPUBLICAN,TEXAS,48139
ELLSWORTH,0002,1845,REPUBLICAN,KANSAS,20053
ELLSWORTH,2004,2259,REPUBLICAN,KANSAS,20053
ELLSWORTH,2008,2021,REPUBLICAN,KANSAS,20053
ELLSWORTH,2012,1930,REPUBLICAN,KANSAS,20053
ELLSWORTH,2016,1969,REPUBLICAN,KANSAS,20053
ELLSWORTH,2020,2148,REPUBLICAN,KANSAS,20053
ELMORE,0002,16777,REPUBLICAN,ALABAMA,01051
ELMORE,2004,22056,REPUBLICAN,ALABAMA,01051
ELMORE,2008,25777,REPUBLICAN,ALABAMA,01051
ELMORE,2012,26253,REPUBLICAN,ALABAMA,01051
ELMORE,2016,27634,REPUBLICAN,ALABAMA,01051
ELMORE,2020,30164,REPUBLICAN,ALABAMA,01051
EMANUEL,0002,3343,REPUBLICAN,GEORGIA,13107
EMANUEL,2004,4666,REPUBLICAN,GEORGIA,13107
EMANUEL,2008,5110,REPUBLICAN,GEORGIA,13107
EMANUEL,2012,5100,REPUBLICAN,GEORGIA,13107
EMANUEL,2016,5335,REPUBLICAN,GEORGIA,13107
EMANUEL,2020,3126,REPUBLICAN,GEORGIA,13107
EMERY,2000,3243,REPUBLICAN,UTAH,49015
EMERY,2004,3781,REPUBLICAN,UTAH,49015
EMERY,2008,3358,REPUBLICAN,UTAH,49015
EMERY,2012,3777,REPUBLICAN,UTAH,49015
EMERY,2016,3425,REPUBLICAN,UTAH,49015
EMERY,2020,4207,REPUBLICAN,UTAH,49015
EMMET,0002,8602,REPUBLICAN,MICHIGAN,26047
EMMET,2004,10332,REPUBLICAN,MICHIGAN,26047
EMMET,2008,9314,REPUBLICAN,MICHIGAN,26047
EMMET,2012,10253,REPUBLICAN,MICHIGAN,26047
EMMET,2016,10616,REPUBLICAN,MICHIGAN,26047
EMMET,2020,12135,REPUBLICAN,MICHIGAN,26047
EMMONS,0002,1430,REPUBLICAN,NORTH DAKOTA,38029
EMMONS,2004,1449,REPUBLICAN,NORTH DAKOTA,38029
EMMONS,2008,1230,REPUBLICAN,NORTH DAKOTA,38029
EMMONS,2012,1435,REPUBLICAN,NORTH DAKOTA,38029
EMMONS,2016,1677,REPUBLICAN,NORTH DAKOTA,38029
EMMONS,2020,1738,REPUBLICAN,NORTH DAKOTA,38029
EMPORIA,2000,1116,DEMOCRAT,VIRGINIA,51595
EMPORIA,2004,1247,DEMOCRAT,VIRGINIA,51595
EMPORIA,2008,1702,DEMOCRAT,VIRGINIA,51595
EMPORIA,2012,1793,DEMOCRAT,VIRGINIA,51595
EMPORIA,2016,1530,DEMOCRAT,VIRGINIA,51595
EMPORIA CITY,2020,816,DEMOCRAT,VIRGINIA,51595
ERATH,2000,8126,REPUBLICAN,TEXAS,48143
ERATH,2004,9506,REPUBLICAN,TEXAS,48143
ERATH,2008,10768,REPUBLICAN,TEXAS,48143
ERATH,2012,10329,REPUBLICAN,TEXAS,48143
ERATH,2016,11210,REPUBLICAN,TEXAS,48143
ERATH,2020,13684,REPUBLICAN,TEXAS,48143
ERIE,0002,240176,DEMOCRAT,NEW YORK,36029
ERIE,2000,59399,DEMOCRAT,PENNSYLVANIA,42049
ERIE,2004,240563,DEMOCRAT,NEW YORK,36029
ERIE,2008,256299,DEMOCRAT,NEW YORK,36029
ERIE,2012,227325,DEMOCRAT,NEW YORK,36029
ERIE,2016,215456,DEMOCRAT,NEW YORK,36029
ERIE,2020,267174,DEMOCRAT,NEW YORK,36029
ESCAMBIA,0002,73017,REPUBLICAN,FLORIDA,12033
ESCAMBIA,2004,93566,REPUBLICAN,FLORIDA,12033
ESCAMBIA,2008,91411,REPUBLICAN,FLORIDA,12033
ESCAMBIA,2012,88711,REPUBLICAN,FLORIDA,12033
ESCAMBIA,2016,88808,REPUBLICAN,FLORIDA,12033
ESCAMBIA,2020,96674,REPUBLICAN,FLORIDA,12033
ESMERALDA,0002,333,REPUBLICAN,NEVADA,32009
ESMERALDA,2004,367,REPUBLICAN,NEVADA,32009
ESMERALDA,2008,303,REPUBLICAN,NEVADA,32009
ESMERALDA,2012,317,REPUBLICAN,NEVADA,32009
ESMERALDA,2016,329,REPUBLICAN,NEVADA,32009
ESMERALDA,2020,395,REPUBLICAN,NEVADA,32009
ESSEX,0002,185505,DEMOCRAT,NEW JERSEY,34013
ESSEX,2000,1995,REPUBLICAN,VIRGINIA,51057
ESSEX,2004,203681,DEMOCRAT,NEW JERSEY,34013
ESSEX,2008,240306,DEMOCRAT,NEW JERSEY,34013
ESSEX,2012,236618,DEMOCRAT,NEW JERSEY,34013
ESSEX,2016,240837,DEMOCRAT,NEW JERSEY,34013
ESSEX,2020,267198,DEMOCRAT,MASSACHUSETTS,25009
ESTILL,0002,3033,REPUBLICAN,KENTUCKY,21065
ESTILL,2004,3633,REPUBLICAN,KENTUCKY,21065
ESTILL,2008,3685,REPUBLICAN,KENTUCKY,21065
ESTILL,2012,3749,REPUBLICAN,KENTUCKY,21065
ESTILL,2016,4236,REPUBLICAN,KENTUCKY,21065
ESTILL,2020,5100,REPUBLICAN,KENTUCKY,21065
ETOWAH,0002,21087,REPUBLICAN,ALABAMA,01055
ETOWAH,2004,26999,REPUBLICAN,ALABAMA,01055
ETOWAH,2008,30595,REPUBLICAN,ALABAMA,01055
ETOWAH,2012,29130,REPUBLICAN,ALABAMA,01055
ETOWAH,2016,32353,REPUBLICAN,ALABAMA,01055
ETOWAH,2020,35528,REPUBLICAN,ALABAMA,01055
EUREKA,0002,632,REPUBLICAN,NEVADA,32011
EUREKA,2004,571,REPUBLICAN,NEVADA,32011
EUREKA,2008,564,REPUBLICAN,NEVADA,32011
EUREKA,2012,663,REPUBLICAN,NEVADA,32011
EUREKA,2016,723,REPUBLICAN,NEVADA,32011
EUREKA,2020,887,REPUBLICAN,NEVADA,32011
EVANGELINE,0002,7290,REPUBLICAN,LOUISIANA,22039
EVANGELINE,2004,7949,REPUBLICAN,LOUISIANA,22039
EVANGELINE,2008,9793,REPUBLICAN,LOUISIANA,22039
EVANGELINE,2012,10181,REPUBLICAN,LOUISIANA,22039
EVANGELINE,2016,10360,REPUBLICAN,LOUISIANA,22039
EVANGELINE,2020,11053,REPUBLICAN,LOUISIANA,22039
EVANS,0002,1841,REPUBLICAN,GEORGIA,13109
EVANS,2004,2291,REPUBLICAN,GEORGIA,13109
EVANS,2008,2462,REPUBLICAN,GEORGIA,13109
EVANS,2012,2268,REPUBLICAN,GEORGIA,13109
EVANS,2016,2404,REPUBLICAN,GEORGIA,13109
EVANS,2020,1926,REPUBLICAN,GEORGIA,13109
FAIRFAX,2000,202181,REPUBLICAN,VIRGINIA,51059
FAIRFAX,2004,245671,DEMOCRAT,VIRGINIA,51059
FAIRFAX,2008,310359,DEMOCRAT,VIRGINIA,51059
FAIRFAX,2012,315273,DEMOCRAT,VIRGINIA,51059
FAIRFAX,2016,355133,DEMOCRAT,VIRGINIA,51059
FAIRFAX,2020,321219,DEMOCRAT,VIRGINIA,51059
FAIRFAX CITY,2020,7610,DEMOCRAT,VIRGINIA,51600
FAIRFIELD,0002,193769,DEMOCRAT,CONNECTICUT,09001
FAIRFIELD,2000,5263,DEMOCRAT,SOUTH CAROLINA,45039
FAIRFIELD,2004,205902,DEMOCRAT,CONNECTICUT,09001
FAIRFIELD,2008,241320,DEMOCRAT,CONNECTICUT,09001
FAIRFIELD,2012,217294,DEMOCRAT,CONNECTICUT,09001
FAIRFIELD,2016,243852,DEMOCRAT,CONNECTICUT,09001
FAIRFIELD,2020,297505,DEMOCRAT,CONNECTICUT,09001
FALL RIVER,2000,2185,REPUBLICAN,SOUTH DAKOTA,46047
FALL RIVER,2004,2413,REPUBLICAN,SOUTH DAKOTA,46047
FALL RIVER,2008,2348,REPUBLICAN,SOUTH DAKOTA,46047
FALL RIVER,2012,2258,REPUBLICAN,SOUTH DAKOTA,46047
FALL RIVER,2016,2511,REPUBLICAN,SOUTH DAKOTA,46047
FALL RIVER,2020,2878,REPUBLICAN,SOUTH DAKOTA,46047
FALLON,0002,1061,REPUBLICAN,MONTANA,30025
FALLON,2004,1178,REPUBLICAN,MONTANA,30025
FALLON,2008,1064,REPUBLICAN,MONTANA,30025
FALLON,2012,1128,REPUBLICAN,MONTANA,30025
FALLON,2016,1279,REPUBLICAN,MONTANA,30025
FALLON,2020,1375,REPUBLICAN,MONTANA,30025
FALLS,2000,3239,REPUBLICAN,TEXAS,48145
FALLS,2004,3454,REPUBLICAN,TEXAS,48145
FALLS,2008,3328,REPUBLICAN,TEXAS,48145
FALLS,2012,3356,REPUBLICAN,TEXAS,48145
FALLS,2016,3441,REPUBLICAN,TEXAS,48145
FALLS,2020,4177,REPUBLICAN,TEXAS,48145
FALLS CHURCH,2000,3109,DEMOCRAT,VIRGINIA,51610
FALLS CHURCH,2004,3944,DEMOCRAT,VIRGINIA,51610
FALLS CHURCH,2008,4695,DEMOCRAT,VIRGINIA,51610
FALLS CHURCH,2012,5015,DEMOCRAT,VIRGINIA,51610
FALLS CHURCH,2016,5819,DEMOCRAT,VIRGINIA,51610
FALLS CHURCH CITY,2020,6481,DEMOCRAT,VIRGINIA,51610
FANNIN,0002,5463,REPUBLICAN,GEORGIA,13111
FANNIN,2000,6074,REPUBLICAN,TEXAS,48147
FANNIN,2004,7893,REPUBLICAN,TEXAS,48147
FANNIN,2008,8092,REPUBLICAN,TEXAS,48147
FANNIN,2012,8161,REPUBLICAN,TEXAS,48147
FANNIN,2016,9632,REPUBLICAN,GEORGIA,13111
FANNIN,2020,12171,REPUBLICAN,TEXAS,48147
FARIBAULT,0002,4336,REPUBLICAN,MINNESOTA,27043
FARIBAULT,2004,4794,REPUBLICAN,MINNESOTA,27043
FARIBAULT,2008,4196,REPUBLICAN,MINNESOTA,27043
FARIBAULT,2012,4104,REPUBLICAN,MINNESOTA,27043
FARIBAULT,2016,4659,REPUBLICAN,MINNESOTA,27043
FARIBAULT,2020,5191,REPUBLICAN,MINNESOTA,27043
FAULK,2000,904,REPUBLICAN,SOUTH DAKOTA,46049
FAULK,2004,945,REPUBLICAN,SOUTH DAKOTA,46049
FAULK,2008,739,REPUBLICAN,SOUTH DAKOTA,46049
FAULK,2012,765,REPUBLICAN,SOUTH DAKOTA,46049
FAULK,2016,858,REPUBLICAN,SOUTH DAKOTA,46049
FAULK,2020,964,REPUBLICAN,SOUTH DAKOTA,46049
FAULKNER,0002,16055,REPUBLICAN,ARKANSAS,05045
FAULKNER,2004,21514,REPUBLICAN,ARKANSAS,05045
FAULKNER,2008,25362,REPUBLICAN,ARKANSAS,05045
FAULKNER,2012,26722,REPUBLICAN,ARKANSAS,05045
FAULKNER,2016,29346,REPUBLICAN,ARKANSAS,05045
FAULKNER,2020,27934,REPUBLICAN,ARKANSAS,05045
FAUQUIER,2000,14456,REPUBLICAN,VIRGINIA,51061
FAUQUIER,2004,19011,REPUBLICAN,VIRGINIA,51061
FAUQUIER,2008,19227,REPUBLICAN,VIRGINIA,51061
FAUQUIER,2012,21034,REPUBLICAN,VIRGINIA,51061
FAUQUIER,2016,22127,REPUBLICAN,VIRGINIA,51061
FAUQUIER,2020,14131,DEMOCRAT,VIRGINIA,51061
FAYETTE,0002,54495,REPUBLICAN,KENTUCKY,21067
FAYETTE,2000,28152,DEMOCRAT,PENNSYLVANIA,42051
FAYETTE,2004,66406,REPUBLICAN,KENTUCKY,21067
FAYETTE,2008,66042,DEMOCRAT,KENTUCKY,21067
FAYETTE,2012,62080,DEMOCRAT,KENTUCKY,21067
FAYETTE,2016,69778,DEMOCRAT,KENTUCKY,21067
FAYETTE,2020,90566,DEMOCRAT,KENTUCKY,21067
FEDERAL PRECINCT,2000,0,DEMOCRAT,RHODE ISLAND,00000
FEDERAL PRECINCT,2004,0,OTHER,RHODE ISLAND,00000
FEDERAL PRECINCT,2008,0,DEMOCRAT,RHODE ISLAND,00000
FEDERAL PRECINCT,2012,268,DEMOCRAT,RHODE ISLAND,00000
FEDERAL PRECINCT,2016,637,DEMOCRAT,RHODE ISLAND,00000
FEDERAL PRECINCT,2020,1276,DEMOCRAT,RHODE ISLAND,00000
FENTRESS,2000,3417,REPUBLICAN,TENNESSEE,47049
FENTRESS,2004,4293,REPUBLICAN,TENNESSEE,47049
FENTRESS,2008,4789,REPUBLICAN,TENNESSEE,47049
FENTRESS,2012,5243,REPUBLICAN,TENNESSEE,47049
FENTRESS,2016,6038,REPUBLICAN,TENNESSEE,47049
FENTRESS,2020,7441,REPUBLICAN,TENNESSEE,47049
FERGUS,0002,4353,REPUBLICAN,MONTANA,30027
FERGUS,2004,4425,REPUBLICAN,MONTANA,30027
FERGUS,2008,4108,REPUBLICAN,MONTANA,30027
FERGUS,2012,4257,REPUBLICAN,MONTANA,30027
FERGUS,2016,4269,REPUBLICAN,MONTANA,30027
FERGUS,2020,4869,REPUBLICAN,MONTANA,30027
FERRY,2000,1896,REPUBLICAN,WASHINGTON,53019
FERRY,2004,2019,REPUBLICAN,WASHINGTON,53019
FERRY,2008,1916,REPUBLICAN,WASHINGTON,53019
FERRY,2012,1995,REPUBLICAN,WASHINGTON,53019
FERRY,2016,2202,REPUBLICAN,WASHINGTON,53019
FERRY,2020,2771,REPUBLICAN,WASHINGTON,53019
FILLMORE,0002,5020,DEMOCRAT,MINNESOTA,27045
FILLMORE,2004,5825,DEMOCRAT,MINNESOTA,27045
FILLMORE,2008,5921,DEMOCRAT,MINNESOTA,27045
FILLMORE,2012,5713,DEMOCRAT,MINNESOTA,27045
FILLMORE,2016,6271,REPUBLICAN,MINNESOTA,27045
FILLMORE,2020,7301,REPUBLICAN,MINNESOTA,27045
FINNEY,0002,6442,REPUBLICAN,KANSAS,20055
FINNEY,2004,7479,REPUBLICAN,KANSAS,20055
FINNEY,2008,6926,REPUBLICAN,KANSAS,20055
FINNEY,2012,6219,REPUBLICAN,KANSAS,20055
FINNEY,2016,6350,REPUBLICAN,KANSAS,20055
FINNEY,2020,7236,REPUBLICAN,KANSAS,20055
FISHER,2000,968,REPUBLICAN,TEXAS,48151
FISHER,2004,1161,REPUBLICAN,TEXAS,48151
FISHER,2008,1083,REPUBLICAN,TEXAS,48151
FISHER,2012,1094,REPUBLICAN,TEXAS,48151
FISHER,2016,1265,REPUBLICAN,TEXAS,48151
FISHER,2020,1448,REPUBLICAN,TEXAS,48151
FLAGLER,0002,13897,DEMOCRAT,FLORIDA,12035
FLAGLER,2004,19633,REPUBLICAN,FLORIDA,12035
FLAGLER,2008,24726,DEMOCRAT,FLORIDA,12035
FLAGLER,2012,26969,REPUBLICAN,FLORIDA,12035
FLAGLER,2016,33850,REPUBLICAN,FLORIDA,12035
FLAGLER,2020,43043,REPUBLICAN,FLORIDA,12035
FLATHEAD,0002,22519,REPUBLICAN,MONTANA,30029
FLATHEAD,2004,26019,REPUBLICAN,MONTANA,30029
FLATHEAD,2008,25559,REPUBLICAN,MONTANA,30029
FLATHEAD,2012,28309,REPUBLICAN,MONTANA,30029
FLATHEAD,2016,30240,REPUBLICAN,MONTANA,30029
FLATHEAD,2020,38321,REPUBLICAN,MONTANA,30029
