State;Hectares;Year;Month;GID_0;Country;GID_1;Cropland_BA_hectares;Forest_BA_hectares;Grass_and_Shrubland_BA_hectares;Wetlands_BA_hectares;Settlement_BA_hectares;Other_BA_hectares;combined_BA;burned_area_state_index;Burned_Cropland_index;Burned_Forest_index;Burned_Grass_and_Shrubland_index;Burned_Wetlands_index;Burned_Settlement_index;Burned_Other_index
Alaska;172333700;2018;11;USA;United States;USA.2_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alaska;172333700;2018;12;USA;United States;USA.2_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alaska;172333700;2019;1;USA;United States;USA.2_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alaska;172333700;2019;2;USA;United States;USA.2_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alaska;172333700;2019;3;USA;United States;USA.2_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alaska;172333700;2019;4;USA;United States;USA.2_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alaska;172333700;2019;5;USA;United States;USA.2_1;0;3477;966;429;0;365;5237;0;0;0;0;0;0;0
Alaska;172333700;2019;6;USA;United States;USA.2_1;0;116796;27154;987;0;2104;147041;0;0;0;0;0;0;0
Alaska;172333700;2019;7;USA;United States;USA.2_1;0;347618;75367;4572;0;987;428544;0;0;0;0;0;0;0
Alaska;172333700;2019;8;USA;United States;USA.2_1;0;47246;29516;2426;0;1460;80648;0;0;0;0;0;0;0
Alaska;172333700;2019;9;USA;United States;USA.2_1;0;3306;3971;1803;0;215;9295;0;0;0;0;0;0;0
Alaska;172333700;2019;10;USA;United States;USA.2_1;0;107;21;0;0;64;192;0;0;0;0;0;0;0
Alaska;172333700;2019;11;USA;United States;USA.2_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Alaska;172333700;2019;12;USA;United States;USA.2_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arizona;29523400;2002;1;USA;United States;USA.3_1;236;86;21;0;0;0;343;0;0;0;0;0;0;0
Arizona;29523400;2002;2;USA;United States;USA.3_1;0;343;1782;0;0;0;2125;0;0;0;0;0;0;0
Arizona;29523400;2002;3;USA;United States;USA.3_1;0;301;0;0;0;0;301;0;0;0;0;0;0;0
Arizona;29523400;2002;4;USA;United States;USA.3_1;0;708;2275;0;0;0;2983;0;0;0;0;0;0;0
Arizona;29523400;2002;5;USA;United States;USA.3_1;21;6654;13330;0;0;0;20005;0;0;0;0;0;0;0
Arizona;29523400;2002;6;USA;United States;USA.3_1;1095;140086;40291;86;0;0;181558;1;0;0;0;0;0;0
Arizona;29523400;2002;7;USA;United States;USA.3_1;580;4336;2426;0;0;0;7342;0;0;0;0;0;0;0
Arizona;29523400;2002;8;USA;United States;USA.3_1;0;1224;43;0;0;515;1782;0;0;0;0;0;0;0
Arizona;29523400;2002;9;USA;United States;USA.3_1;386;773;451;0;0;129;1739;0;0;0;0;0;0;0
Arizona;29523400;2002;10;USA;United States;USA.3_1;64;215;64;0;0;0;343;0;0;0;0;0;0;0
Arizona;29523400;2002;11;USA;United States;USA.3_1;0;279;107;0;0;0;386;0;0;0;0;0;0;0
Arizona;29523400;2002;12;USA;United States;USA.3_1;0;193;0;0;0;0;193;0;0;0;0;0;0;0
Arizona;29523400;2003;1;USA;United States;USA.3_1;0;1975;408;0;0;0;2383;0;0;0;0;0;0;0
Arizona;29523400;2003;2;USA;United States;USA.3_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arizona;29523400;2003;3;USA;United States;USA.3_1;0;1245;837;0;0;0;2082;0;0;0;0;0;0;0
Arizona;29523400;2003;4;USA;United States;USA.3_1;0;43;107;0;0;0;150;0;0;0;0;0;0;0
Arizona;29523400;2003;5;USA;United States;USA.3_1;86;1138;365;0;0;0;1589;0;0;0;0;0;0;0
Arizona;29523400;2003;6;USA;United States;USA.3_1;644;22754;9552;107;0;0;33057;0;0;0;0;0;0;0
Arizona;29523400;2003;7;USA;United States;USA.3_1;1009;13223;13137;215;21;0;27605;0;0;0;0;0;0;0
Arizona;29523400;2003;8;USA;United States;USA.3_1;279;43;193;0;0;215;730;0;0;0;0;0;0;0
Arizona;29523400;2003;9;USA;United States;USA.3_1;902;2533;837;107;0;21;4400;0;0;0;0;0;0;0
Arizona;29523400;2003;10;USA;United States;USA.3_1;0;1717;515;0;0;0;2232;0;0;0;0;0;0;0
Arizona;29523400;2003;11;USA;United States;USA.3_1;21;21;0;0;0;0;42;0;0;0;0;0;0;0
Arizona;29523400;2003;12;USA;United States;USA.3_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arizona;29523400;2004;1;USA;United States;USA.3_1;258;43;816;0;0;0;1117;0;0;0;0;0;0;0
Arizona;29523400;2004;2;USA;United States;USA.3_1;0;0;43;21;0;0;64;0;0;0;0;0;0;0
Arizona;29523400;2004;3;USA;United States;USA.3_1;386;601;43;172;0;0;1202;0;0;0;0;0;0;0
Arizona;29523400;2004;4;USA;United States;USA.3_1;215;944;21;408;0;21;1609;0;0;0;0;0;0;0
Arizona;29523400;2004;5;USA;United States;USA.3_1;21;4272;1395;0;0;0;5688;0;0;0;0;0;0;0
Arizona;29523400;2004;6;USA;United States;USA.3_1;408;11592;9230;0;0;0;21230;0;0;0;0;0;0;0
Arizona;29523400;2004;7;USA;United States;USA.3_1;365;24836;18826;215;0;0;44242;0;0;0;0;0;0;0
Arizona;29523400;2004;8;USA;United States;USA.3_1;107;859;1202;0;0;3950;6118;0;0;0;0;0;0;0
Arizona;29523400;2004;9;USA;United States;USA.3_1;601;193;43;0;0;451;1288;0;0;0;0;0;0;0
Arizona;29523400;2004;10;USA;United States;USA.3_1;107;472;0;0;0;0;579;0;0;0;0;0;0;0
Arizona;29523400;2004;11;USA;United States;USA.3_1;129;386;43;0;0;0;558;0;0;0;0;0;0;0
Arizona;29523400;2004;12;USA;United States;USA.3_1;21;1546;279;0;0;0;1846;0;0;0;0;0;0;0
Arizona;29523400;2005;1;USA;United States;USA.3_1;86;0;472;0;0;0;558;0;0;0;0;0;0;0
Arizona;29523400;2005;2;USA;United States;USA.3_1;301;0;301;0;0;0;602;0;0;0;0;0;0;0
Arizona;29523400;2005;3;USA;United States;USA.3_1;172;172;258;0;0;0;602;0;0;0;0;0;0;0
Arizona;29523400;2005;4;USA;United States;USA.3_1;43;343;2898;21;0;0;3305;0;0;0;0;0;0;0
Arizona;29523400;2005;5;USA;United States;USA.3_1;43;558;10819;0;0;193;11613;0;0;0;0;0;0;0
Arizona;29523400;2005;6;USA;United States;USA.3_1;365;18783;131800;0;0;64;151012;1;0;0;0;0;0;0
Arizona;29523400;2005;7;USA;United States;USA.3_1;172;13695;90693;64;0;21;104645;0;0;0;0;0;0;0
Arizona;29523400;2005;8;USA;United States;USA.3_1;601;107;17259;0;0;64;18031;0;0;0;0;0;0;0
Arizona;29523400;2005;9;USA;United States;USA.3_1;107;64;215;0;0;193;579;0;0;0;0;0;0;0
Arizona;29523400;2005;10;USA;United States;USA.3_1;301;515;8136;0;0;343;9295;0;0;0;0;0;0;0
Arizona;29523400;2005;11;USA;United States;USA.3_1;816;1266;386;0;0;0;2468;0;0;0;0;0;0;0
Arizona;29523400;2005;12;USA;United States;USA.3_1;129;0;0;0;0;0;129;0;0;0;0;0;0;0
Arizona;29523400;2006;1;USA;United States;USA.3_1;86;21;1052;0;0;0;1159;0;0;0;0;0;0;0
Arizona;29523400;2006;2;USA;United States;USA.3_1;21;2125;408;0;0;0;2554;0;0;0;0;0;0;0
Arizona;29523400;2006;3;USA;United States;USA.3_1;0;0;322;0;0;0;322;0;0;0;0;0;0;0
Arizona;29523400;2006;4;USA;United States;USA.3_1;0;322;21;0;0;0;343;0;0;0;0;0;0;0
Arizona;29523400;2006;5;USA;United States;USA.3_1;0;322;4701;43;0;0;5066;0;0;0;0;0;0;0
Arizona;29523400;2006;6;USA;United States;USA.3_1;365;10733;14103;64;0;0;25265;0;0;0;0;0;0;0
Arizona;29523400;2006;7;USA;United States;USA.3_1;472;3435;9016;0;0;193;13116;0;0;0;0;0;0;0
Arizona;29523400;2006;8;USA;United States;USA.3_1;0;150;172;0;0;279;601;0;0;0;0;0;0;0
Arizona;29523400;2006;9;USA;United States;USA.3_1;472;172;215;0;0;322;1181;0;0;0;0;0;0;0
Arizona;29523400;2006;10;USA;United States;USA.3_1;107;0;0;0;0;1503;1610;0;0;0;0;0;0;0
Arizona;29523400;2006;11;USA;United States;USA.3_1;301;343;215;0;0;0;859;0;0;0;0;0;0;0
Arizona;29523400;2006;12;USA;United States;USA.3_1;64;3435;21;0;0;0;3520;0;0;0;0;0;0;0
Arizona;29523400;2007;1;USA;United States;USA.3_1;322;0;365;0;0;0;687;0;0;0;0;0;0;0
Arizona;29523400;2007;2;USA;United States;USA.3_1;0;0;258;0;0;0;258;0;0;0;0;0;0;0
Arizona;29523400;2007;3;USA;United States;USA.3_1;0;880;21;0;0;0;901;0;0;0;0;0;0;0
Arizona;29523400;2007;4;USA;United States;USA.3_1;0;0;21;0;0;0;21;0;0;0;0;0;0;0
Arizona;29523400;2007;5;USA;United States;USA.3_1;86;1417;665;0;0;0;2168;0;0;0;0;0;0;0
Arizona;29523400;2007;6;USA;United States;USA.3_1;301;944;2791;0;0;21;4057;0;0;0;0;0;0;0
Arizona;29523400;2007;7;USA;United States;USA.3_1;301;7406;6654;0;0;0;14361;0;0;0;0;0;0;0
Arizona;29523400;2007;8;USA;United States;USA.3_1;429;644;429;0;0;2082;3584;0;0;0;0;0;0;0
Arizona;29523400;2007;9;USA;United States;USA.3_1;0;322;0;0;0;0;322;0;0;0;0;0;0;0
Arizona;29523400;2007;10;USA;United States;USA.3_1;64;1438;193;0;0;0;1695;0;0;0;0;0;0;0
Arizona;29523400;2007;11;USA;United States;USA.3_1;0;236;0;0;0;0;236;0;0;0;0;0;0;0
Arizona;29523400;2007;12;USA;United States;USA.3_1;837;236;515;0;0;0;1588;0;0;0;0;0;0;0
Arizona;29523400;2008;1;USA;United States;USA.3_1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arizona;29523400;2008;2;USA;United States;USA.3_1;86;2190;150;0;0;0;2426;0;0;0;0;0;0;0
Arizona;29523400;2008;3;USA;United States;USA.3_1;0;1717;1138;0;0;0;2855;0;0;0;0;0;0;0
Arizona;29523400;2008;4;USA;United States;USA.3_1;64;4100;1588;0;0;0;5752;0;0;0;0;0;0;0
Arizona;29523400;2008;5;USA;United States;USA.3_1;343;1224;1653;0;0;0;3220;0;0;0;0;0;0;0
Arizona;29523400;2008;6;USA;United States;USA.3_1;2104;5324;9359;0;0;0;16787;0;0;0;0;0;0;0
Arizona;29523400;2008;7;USA;United States;USA.3_1;1374;2147;1395;21;0;859;5796;0;0;0;0;0;0;0
Arizona;29523400;2008;8;USA;United States;USA.3_1;86;86;1116;0;0;21;1309;0;0;0;0;0;0;0
Arizona;29523400;2008;9;USA;United States;USA.3_1;1309;86;21;0;0;64;1480;0;0;0;0;0;0;0
Arizona;29523400;2008;10;USA;United States;USA.3_1;644;987;1481;0;0;21;3133;0;0;0;0;0;0;0
Arizona;29523400;2008;11;USA;United States;USA.3_1;1073;537;0;0;0;0;1610;0;0;0;0;0;0;0
Arizona;29523400;2008;12;USA;United States;USA.3_1;0;43;0;0;0;0;43;0;0;0;0;0;0;0
Arizona;29523400;2009;1;USA;United States;USA.3_1;107;902;322;0;0;0;1331;0;0;0;0;0;0;0
Arizona;29523400;2009;2;USA;United States;USA.3_1;0;1889;129;0;0;0;2018;0;0;0;0;0;0;0
Arizona;29523400;2009;3;USA;United States;USA.3_1;0;580;6053;0;0;0;6633;0;0;0;0;0;0;0
Arizona;29523400;2009;4;USA;United States;USA.3_1;0;1245;1739;0;0;0;2984;0;0;0;0;0;0;0
Arizona;29523400;2009;5;USA;United States;USA.3_1;150;279;2383;0;0;0;2812;0;0;0;0;0;0;0
Arizona;29523400;2009;6;USA;United States;USA.3_1;2211;5667;7320;0;0;0;15198;0;0;0;0;0;0;0
Arizona;29523400;2009;7;USA;United States;USA.3_1;2769;2791;3392;0;0;0;8952;0;0;0;0;0;0;0
Arizona;29523400;2009;8;USA;United States;USA.3_1;301;11420;2597;0;0;0;14318;0;0;0;0;0;0;0
Arizona;29523400;2009;9;USA;United States;USA.3_1;86;494;386;0;0;0;966;0;0;0;0;0;0;0
Arizona;29523400;2009;10;USA;United States;USA.3_1;0;1288;1717;0;0;0;3005;0;0;0;0;0;0;0
